,<built-in function id>,areageo,identi,imageLink,title,year
613,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/632,Barcelona (Barcelonès),RFSACE.742,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=632&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Butsems y Cia,1962-01-23
614,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/633,Castelldefels (Baix Llobregat),RFSACE.192,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=633&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Castelldefels, Panoràmica",1961-01-08
615,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/634,Sant Pere de Vilamajor (Vallès Oriental),RFSACE.6285,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=634&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1513,Panoràmicas  Urb. Can Vila,1965-04-04
616,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/635,Mataró (Maresme),RFSACE.542,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=635&action=2&DMSCALE=39&DMWIDTH=1503&DMHEIGHT=1498,Hivernacle,1961-06-20
617,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/636,Barcelona (Barcelonès),RFSACE.7917,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=636&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,T.A.C.,1966-03-06
618,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/637,Barcelona (Barcelonès),RFSACE.6397,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=637&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Vidriería Badalonesa S.A.,1965-04-30
619,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/638,s'Agaró (Baix Empordà),RFSACE.4169,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=638&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Vista festival S'Agaro,1964-02-01
620,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/639,Puig-reig (Berguedà),RFSACE.1764,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=639&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Viladomiu S.A.,1962-08-01
621,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/640,Santa Margarida i els Monjos (Alt Penedès),RFSACE.3097,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=640&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Els Monjos: Fàbrica cementos  Freixas,1963-05-15
622,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/641,Barcelona (Barcelonès),RFSACE.6358,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=641&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Macaya,1965-04-22
623,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/642,Granollers (Vallès Oriental),RFSACE.2161,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=642&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,A.E.G.,1962-11-15
624,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/643,Sabadell (Vallès Occidental),RFSACE.4121,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=643&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Trenzas y cables de Acero S.A.,1963-12-06
625,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/644,Montcada i Reixac (Vallès Occidental),RFSACE.3664,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=644&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1506,Turó de Montcada,1960-02-29
626,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/645,Palamós (Baix Empordà),RFSACE.3912,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=645&action=2&DMSCALE=33&DMWIDTH=1746&DMHEIGHT=1772,Finca,1963-10-16
627,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/646,Montseny (Vallès Oriental),RFSACE.5862,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=646&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica 360ª viratge fins a,1964-11-15
628,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/647,Reus (Baix Camp),RFSACE.5545,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=647&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Arxivada en ARPA,1964-09-19
629,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/648,Deltebre (Baix Ebre),RFSACE.2616,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=648&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Desembocadura de l'Ebre: CUSESA,1963-03-19
630,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/649,Barcelona (Barcelonès),RFSACE.2529,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=649&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Bóvila,1963-02-23
631,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/650,Calella (Maresme),RFSACE.2840,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=650&action=2&DMSCALE=39&DMWIDTH=1335&DMHEIGHT=1506,Hostal de la Maresme,1963-05-03
632,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/651,Rubí (Vallès Occidental),RFSACE.2025,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=651&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Inundacions,1962-10-04
633,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/652,Sant Feliu de Llobregat (Baix Llobregat),RFSACE.7197,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=652&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmiques ConstRF.Industrial,1965-10-12
634,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/653,Teià (Maresme),RFSACE.1357,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=653&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Finca,1962-07-22
635,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/654,la Bisbal del Penedès (Baix Penedès),RFSACE.7757,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=654&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1966-02-05
636,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/655,Sant Feliu de Guíxols (Baix Empordà),RFSACE.538,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=655&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Finca,1961-06-20
637,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/656,Tossa de Mar (Selva),RFSACE.1397,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=656&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,càmping Cala Llevador,1962-07-22
638,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/657,Sitges (Garraf),RFSACE.1923,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=657&action=2&DMSCALE=40&DMWIDTH=1328&DMHEIGHT=1498,Restaurant Picnic,1962-08-01
639,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/658,Martorell (Baix Llobregat),RFSACE.6051,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=658&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà Glucosa y Derivados,1965-01-03
640,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/659,Sant Just Desvern (Baix Llobregat),RFSACE.1498,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=659&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Terr. Instº Electroquímico,1962-07-25
641,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/660,Rubí (Vallès Occidental),RFSACE.2069,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=660&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Azamón,1962-11-15
642,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/661,Mollet del Vallès (Vallès Oriental),RFSACE.4587,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=661&action=2&DMSCALE=40&DMWIDTH=1491&DMHEIGHT=1498,Teneria moderna  Franco Española,1964-03-31
643,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/662,Badalona (Barcelonès),RFSACE.6407,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=662&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Vidriería Badalonesa S.A.,1965-05-01
644,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/663,Barcelona (Barcelonès),RFSACE.5226,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=663&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà Port (Caravel.les),1964-08-23
645,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/664,Mollet del Vallès (Vallès Oriental),RFSACE.5691,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=664&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Ceràmiques electro industrials,1964-10-30
646,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/665,Tarragona (Tarragonès),RFSACE.7946,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=665&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica Indust. Química Asociada S.A.,1966-03-09
647,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/666,Arenys de Mar (Maresme),RFSACE.6478,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=666&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1965-05-01
648,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/667,Monistrol de Montserrat (Bages),RFSACE.2898,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=667&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Montserrat: Muntanya,1963-05-03
649,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/668,Taradell (Osona),RFSACE.955,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=668&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Taller Benguerel,1962-06-17
650,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/669,Arenys de Mar (Maresme),RFSACE.6482,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=669&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1965-05-01
651,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/670,Granollers (Vallès Oriental),RFSACE.5687,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=670&action=2&DMSCALE=40&DMWIDTH=1446&DMHEIGHT=1469,Fàbrica piensos Diana,1964-10-30
652,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/671,Barcelona (Barcelonès),RFSACE.2569,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=671&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1506,"Montjuïc, port Panoràmica",1963-03-19
653,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/672,Barcelona (Barcelonès),RFSACE.1992,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=672&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Zona Franca: Philips,1962-09-01
654,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/673,Sabadell (Vallès Occidental),RFSACE.4940,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=673&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Aeroport: Avioneta  Clipper Invicta,1964-07-01
655,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/674,Barcelona (Barcelonès),RFSACE.4207,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=674&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Plaça. Reial Rambles,1964-02-01
656,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/675,Barcelona (Barcelonès),RFSACE.2577,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=675&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1506,Port - Panoràmica,1963-03-19
657,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/676,Sabadell (Vallès Occidental),RFSACE.5075,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=676&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fábrica Loc.,1964-08-02
658,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/677,Montcada i Reixac (Vallès Occidental),RFSACE.5183,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=677&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Cementos Asland,1964-08-26
659,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/678,Abrera (Baix Llobregat);,RFSACE.7268,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=678&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fàbrica J.P Selecta,1965-10-31
660,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/679,Cornellà de Llobregat (Baix Llobregat),RFSACE.1351,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=679&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1506,Industrias Semi-metálicos,1962-07-19
661,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/680,Lloret de Mar (Selva),RFSACE.5061,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=680&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Cala Canyelles,1964-08-02
662,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/681,Barcelona (Barcelonès),RFSACE.4153,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=681&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica costa de Barcelona Mataró,1963-12-08
663,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/682,Barcelona (Barcelonès),RFSACE.694,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=682&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fab. Nacional de Colorantes y Explosivos,1962-01-23
664,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/683,Vic (Osona),RFSACE.979,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=683&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica,1962-06-17
665,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/684,Tarragona (Tarragonès),RFSACE.6953,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=684&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Cia. Fergusón Morrison Knudsen,1965-08-14
666,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/685,Sant Andreu de la Barca (Baix Llobregat),RFSACE.2194,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=685&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Soto Casado,1962-11-15
667,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/686,Gavà (Baix Llobregat),RFSACE.1555,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=686&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Adaibra,1962-07-25
668,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/687,Esparreguera (Baix Llobregat),RFSACE.4144,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=687&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica-Montserrat-Esparraguera Z. E,1963-12-08
669,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/688,Collbató (Baix Llobregat),RFSACE.6464,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=688&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Urbanització,1965-05-01
670,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/689,Vilanova i la Geltrú (Garraf),RFSACE.7646,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=689&action=2&DMSCALE=39&DMWIDTH=1495&DMHEIGHT=1513,Fotoplà finca,1965-12-30
671,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/690,Roda de Ter (Osona),RFSACE.1733,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=690&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica,1962-08-01
672,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/691,Martorell (Baix Llobregat),RFSACE.5950,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=691&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà Glucosa y Derivados,1964-12-02
673,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/692,Barcelona (Barcelonès),RFSACE.4893,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=692&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Recinte firal de Montjuïc,1964-06-07
674,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/693,Barberà del Vallès (Vallès Occidental),RFSACE.3670,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=693&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1506,Fàbrica en construcció,1960-02-29
675,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/694,Manresa (Bages),RFSACE.3488,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=694&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1506,Conca del Llobregat: Panoràmica,1963-06-21
676,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/695,Mollet del Vallès (Vallès Oriental),RFSACE.4593,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=695&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Teneria moderna  Franco Española,1964-03-31
677,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/696,Salou (Tarragonès),RFSACE.4075,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=696&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Martí Padros (Coramar),1963-12-06
678,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/697,Terrassa (Vallès Occidental),RFSACE.3617,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=697&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1506,Fotoplà,1960-02-29
679,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/698,Lloret de Mar (Selva),RFSACE.273,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=698&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Hotel de Monterrey,1961-01-26
680,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/699,Masquefa (Anoia),RFSACE.5982,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=699&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1964-12-02
681,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/700,Barcelona (Barcelonès),RFSACE.4885,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=700&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,XXXII Fira de Mostres,1964-06-07
682,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/701,El Prat de Llobregat (Baix Llobregat),RFSACE.7509,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=701&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Productes Electrolítics,1965-11-10
683,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/702,Tossa de Mar (Selva),RFSACE.5255,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=702&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,[sense anotacions],1964-08-29
684,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/703,l'Hospitalet de Llobregat (Baix Llobregat),RFSACE.501,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=703&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Lampara "" Z """,1961-06-08
685,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/704,Esplugues de Llobregat (Baix Llobregat),RFSACE.7891,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=704&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,La Miranda i Ciutat Diagonal,1966-03-06
686,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/705,Tossa de Mar (Selva),RFSACE.3063,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=705&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Tossa vertical,1963-05-15
687,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/706,Cardedeu (Vallès Oriental),RFSACE.6620,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=706&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà Can-Vila,1965-06-25
688,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/707,Castelldefels (Baix Llobregat),RFSACE.256,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=707&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Castelldefels, Panoràmica",1961-01-26
689,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/708,l'Hospitalet de Llobregat (Baix Llobregat),RFSACE.1322,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=708&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Cabañol Cavi, S.A.",1962-08-19
690,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/709,Vilanova i la Geltrú (Garraf),RFSACE.339,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=709&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Pirelli,1961-02-10
691,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/710,Sitges (Garraf),RFSACE.4724,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=710&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Vertical """"Las Colinas"""" E-1/4100",1964-04-26
692,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/711,Montcada i Reixac (Vallès Occidental),RFSACE.4034,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=711&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,CEDEC,1963-11-17
693,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/712,l'Hospitalet de Llobregat (Baix Llobregat),RFSACE.7841,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=712&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Collblanc: Panoràmiques,1966-02-24
694,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/713,Barcelona (Barcelonès),RFSACE.4306,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=713&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Zona Franca: Rally (Castelló),1964-02-20
695,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/714,els Pallaresos (Tarragonès),RFSACE.5151,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=714&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà zona,1964-08-23
696,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/715,Castellbisbal (Vallès Oriental),RFSACE.7118,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=715&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,"Fotoplà Sangra, S.A.",1965-10-01
697,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/716,Balsareny (Bages),RFSACE.1788,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=716&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Álvaro Soldevila,1962-08-01
