,<built-in function id>,areageo,identi,imageLink,title,year
4018,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4036,Reus (Baix Camp),RFSACE.5536,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4036&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Bóvila. A. Gelonch,1964-09-19
4019,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4037,la Bisbal del Penedès (Baix Penedès),RFSACE.7759,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4037&action=2&DMSCALE=39&DMWIDTH=1497&DMHEIGHT=1513,Fotoplà,1966-02-05
4020,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4038,Barcelona (Barcelonès),RFSACE.2945,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4038&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Recinte firal,1963-05-12
4021,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4039,Terrassa (Vallès Occidental),RFSACE.7149,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4039&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà,1965-10-01
4022,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4040,Salou (Tarragonès),RFSACE.7357,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4040&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà,1965-11-01
4023,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4041,Martorell (Baix Llobregat),RFSACE.5615,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4041&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1964-10-02
4024,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4042,Vic (Osona),RFSACE.4605,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4042&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,[sense anotacions],1964-03-31
4025,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4043,Viladecans (Baix Llobregat),RFSACE.7744,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4043&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà,1966-02-05
4026,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4044,Barcelona (Barcelonès),RFSACE.710,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4044&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Obradors,1962-01-23
4027,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4045,l'Ametlla de Mar (Baix Ebre),RFSACE.7993,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4045&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà de l'Ametlla de Mar a l'Ampolla,1966-03-09
4028,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4046,Barcelona (Barcelonès),RFSACE.6307,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4046&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Ribas i Pradell (Besòs),1965-04-22
4029,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4047,Girona (Gironès),RFSACE.1691,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4047&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Habitatges Ecisa,1962-08-01
4030,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4048,Barcelona (Barcelonès),RFSACE.90,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4048&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Banc Comercial,1960-1985
4031,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4049,Sitges (Garraf),RFSACE.5741,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4049&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Zona Urb. Vallpineda,1964-11-11
4032,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4050,Sitges (Garraf),RFSACE.6093,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4050&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1965-02-11
4033,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4051,Centelles (Osona),RFSACE.946,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4051&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Closa - Sedó,1962-06-17
4034,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4052,Badalona (Barcelonès),RFSACE.1129,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4052&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,PIHER,1962-07-15
4035,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4053,Bonmatí (Selva),RFSACE.1078,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4053&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Bonmatí: Tejidos Armengol,1962-07-08
4036,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4054,Cassà de la Selva (Gironès),RFSACE.4455,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4054&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,[sense anotacions],1964-03-18
4037,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4055,Mollet del Vallès (Vallès Oriental),RFSACE.5901,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4055&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Oxígenos Abelló,1964-11-15
4038,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4056,Sant Cugat del Vallès (Vallès Occidental),RFSACE.1533,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4056&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Tèxtil Torres,1962-07-25
4039,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4057,Sant Boi de Llobregat (Baix Llobregat),RFSACE.2282,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4057&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Frimand S.A.,1962-11-30
4040,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4058,Santa Coloma de Farners (Selva),RFSACE.511,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4058&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica  Sta. Coloma,1961-06-20
4041,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4059,Barberà del Vallès (Vallès Occidental),RFSACE.7905,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4059&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,Constructora industrial,1966-03-06
4042,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4060,Coma-ruga (Baix Penedès),RFSACE.839,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4060&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Coma-ruga: Motel Fortuny,1962-05-23
4043,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4061,Rubí (Vallès Occidental),RFSACE.3979,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4061&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1506,Rubí-Castellbisbal: Bóvila Tejala S.A.,1963-11-02
4044,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4062,Castelldefels (Baix Llobregat),RFSACE.7865,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4062&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Vertical aeroport,1966-02-24
4045,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4063,Molins de Rei (Baix Llobregat),RFSACE.2243,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4063&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Viñas y Gay,1962-11-30
4046,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4064,Viladecans (Baix Llobregat),RFSACE.6607,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4064&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà,1965-06-25
4047,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4065,El Prat de Llobregat (Baix Llobregat),RFSACE.1557,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4065&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Enkalene,1962-07-25
4048,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4066,Begues (Baix Llobregat),RFSACE.2262,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4066&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Ismael Castelló,1962-11-30
4049,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4067,Cabrils (Maresme),RFSACE.4515,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4067&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fotoplà urbanització Mont. Cabré,1964-03-31
4050,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4068,Vic (Osona),RFSACE.590,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4068&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica sector adoberies,1961-06-22
4051,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4069,Sant Adrià de Besòs (Barcelonès),RFSACE.1279,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4069&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Costa y Miguel, (SMOKING)",1962-08-19
4052,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4070,Cassà de la Selva (Gironès),RFSACE.4451,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4070&action=2&DMSCALE=39&DMWIDTH=1489&DMHEIGHT=1506,[sense anotacions],1964-03-18
4053,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4071,Martorell (Baix Llobregat),RFSACE.1156,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4071&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica,1962-07-15
4054,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4072,Barcelona (Barcelonès),RFSACE.1287,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4072&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Col·legi St. Juan Bosco,1962-08-19
4055,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4073,Pineda de Mar (Maresme),RFSACE.2747,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4073&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Vertical,1963-05-02
4056,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4074,Palamós (Baix Empordà),RFSACE.4237,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4074&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Finca,1964-02-01
4057,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4075,Sitges (Garraf),RFSACE.5773,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4075&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Urbanització  Vallpineda,1964-11-11
4058,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4076,Lloret de Mar (Selva),RFSACE.3025,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4076&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Urbanització Cala Canyelles,1963-05-14
4059,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4077,l'Escala (Alt Empordà),RFSACE.5300,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4077&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,[sense anotacions],1964-08-29
4060,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4078,Barcelona (Barcelonès),RFSACE.4194,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4078&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fotoplà   Ajuntament  Barcelona (Torre Baró),1964-02-01
4061,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4079,Castelldefels (Baix Llobregat),RFSACE.198,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4079&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Castelldefels, Panoràmica",1961-01-08
4062,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4080,Mataró (Maresme),RFSACE.167,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4080&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Finca,1960-1985
4063,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4081,Terrassa (Vallès Occidental),RFSACE.3418,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4081&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fotoplà,1960-02-29
4064,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4082,Cabrils (Maresme),RFSACE.4516,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4082&action=2&DMSCALE=40&DMWIDTH=1492&DMHEIGHT=1489,Fotoplà urbanització Mont. Cabré,1964-03-31
4065,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4083,Sant Boi de Llobregat (Baix Llobregat),RFSACE.7666,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4083&action=2&DMSCALE=39&DMWIDTH=1501&DMHEIGHT=1510,Panoràmica Grace Española,1965-12-30
4066,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4084,Castelldefels (Baix Llobregat),RFSACE.205,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4084&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Castelldefels, Panoràmica",1961-01-08
4067,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4085,Girona (Gironès),RFSACE.1685,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4085&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Habitatges,1962-08-01
4068,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4086,Malgrat de Mar (Maresme),RFSACE.1102,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4086&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Construcciones Guinovart,1962-07-08
4069,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4087,Piera (Anoia),RFSACE.5116,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4087&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1964-08-23
4070,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4088,Begur (Baix Empordà),RFSACE.4511,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4088&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fotoplà Begur,1964-03-31
4071,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4089,Sant Boi de Llobregat (Baix Llobregat),RFSACE.6139,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4089&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Isolertra,1965-02-27
4072,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4090,Sabadell (Vallès Occidental),RFSACE.3401,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4090&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica - Vall,1960-02-29
4073,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4091,Lloret de Mar (Selva),RFSACE.5273,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4091&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Urbanització  Montgoda,1964-08-29
4074,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4092,Castelldefels (Baix Llobregat),RFSACE.3714,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4092&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1506,Carrer Diagonal Orient,1960-02-29
4075,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4093,Torrelles de Foix (Alt Penedès),RFSACE.6708,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4093&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica  finca can Fregona,1965-06-13
4076,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4094,Barcelona (Barcelonès),RFSACE.4822,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4094&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Zona Franca: Men-Par S.A.,1964-05-17
4077,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4095,Tamarit (Tarragonès),RFSACE.3472,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4095&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Tamarit: Solé Sanroma,1963-06-21
4078,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4096,Barcelona (Barcelonès),RFSACE.4054,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4096&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Naus,1963-11-17
4079,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4097,Sitges (Garraf),RFSACE.6103,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4097&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1965-02-11
4080,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4098,Martorell (Baix Llobregat),RFSACE.7574,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4098&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Glucosa y Derivados,1965-11-16
4081,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4099,Barcelona (Barcelonès),RFSACE.7737,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4099&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà Diagonal J.O. Universidad,1966-02-05
4082,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4100,Deltebre (Baix Ebre),RFSACE.2642,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4100&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Desembocadura de l'Ebre: fotoplànol CUSESA,1963-04-15
4083,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4101,el Papiol (Baix Llobregat),RFSACE.4174,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4101&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Bóvila ceràmiques de Papiol,1964-02-01
4084,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4102,Sant Pere de Ribes (Garraf),RFSACE.5203,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4102&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1964-08-26
4085,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4103,Castelldefels (Baix Llobregat),RFSACE.2675,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4103&action=2&DMSCALE=39&DMWIDTH=1319&DMHEIGHT=1506,Rocalla,1963-04-15
4086,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4104,Tarragona (Tarragonès),RFSACE.4431,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4104&action=2&DMSCALE=39&DMWIDTH=1497&DMHEIGHT=1506,EOERSA,1964-03-18
4087,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4105,Arenys de Mar (Maresme),RFSACE.2112,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4105&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica,1962-11-15
4088,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4106,Sentmenat (Vallès Occidental),RFSACE.5735,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4106&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Tèxtil Besos,1964-11-11
4089,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4107,Vic (Osona),RFSACE.4606,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4107&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,[sense anotacions],1964-03-31
4090,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4108,Rubí (Vallès Occidental),RFSACE.2027,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4108&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Manufactures Sedó,1962-10-04
4091,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4109,Calaf (Anoia),RFSACE.6807,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4109&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Bóvila Vda. I. Sugrañes,1965-08-01
4092,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4110,Barcelona (Barcelonès),RFSACE.114,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4110&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Pl. Francesc Macià. Panoràmica,1960-02-29
4093,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4111,Palamós (Baix Empordà),RFSACE.4230,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4111&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Finca,1964-02-01
4094,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4112,Montcada i Reixac (Vallès Occidental),RFSACE.5906,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4112&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Prebetong,1964-11-15
4095,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4113,Palafrugell (Baix Empordà),RFSACE.7415,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4113&action=2&DMSCALE=39&DMWIDTH=1337&DMHEIGHT=1513,Llafranc: Fotoplà,1965-11-01
4096,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4114,Castelldefels (Baix Llobregat),RFSACE.7696,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4114&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Apartaments,1966-01-31
4097,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4115,Barcelona (Barcelonès),RFSACE.3813,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4115&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1506,Montbau,1963-10-04
4098,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4116,Begur (Baix Empordà),RFSACE.4272,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4116&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1493,Fotoplà Ajuntament,1964-02-20
4099,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4117,Castelldefels (Baix Llobregat),RFSACE.7234,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4117&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmiques Román,1965-10-12
4100,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4118,Sant Andreu de la Barca (Baix Llobregat),RFSACE.1151,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4118&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica,1962-07-15
4101,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4119,Begur (Baix Empordà),RFSACE.1436,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4119&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Aiguablava: Panoràmica,1962-07-22
4102,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/4120,Sant Pau d'Ordal (Alt Penedès),RFSACE.3530,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=4120&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Ordal-Montserrat: Panoràmica,1963-06-21
